Date,Price,Open,High,Low,Vol.,Change %
05/18/2023,"59,758","60,148","60,170","59,621",12.49K,-0.72%
05/19/2023,"60,389","59,748","60,492","59,748",12.69K,1.06%
05/22/2023,"60,271","60,485","60,510","60,140",7.43K,-0.20%
05/23/2023,"60,220","60,033","60,271","59,774",11.25K,-0.08%
05/24/2023,"59,918","60,288","60,395","59,797",10.44K,-0.50%
05/25/2023,"59,493","59,752","60,000","59,411",11.03K,-0.71%
05/26/2023,"59,430","59,570","59,690","59,301",9.04K,-0.11%
05/29/2023,"59,358","59,450","59,599","59,250",8.79K,-0.12%
05/30/2023,"59,845","58,900","59,946","58,900",3.45K,0.82%
05/31/2023,"60,252","59,868","60,368","59,834",0.32K,0.68%
06/01/2023,"60,033","60,100","60,718","59,696",0.35K,-0.36%
06/02/2023,"59,601","60,449","60,449","59,601",0.06K,-0.72%
06/05/2023,"59,759","59,588","60,200","59,200",11.53K,0.27%
06/06/2023,"59,902","59,773","59,998","59,701",8.00K,0.24%
06/07/2023,"59,511","59,900","60,025","59,410",14.68K,-0.65%
06/08/2023,"59,809","59,550","59,950","59,410",14.35K,0.50%
06/09/2023,"59,777","59,805","60,040","59,676",7.82K,-0.05%
06/12/2023,"59,595","59,680","59,850","59,484",9.12K,-0.30%
06/13/2023,"59,222","59,680","59,800","59,151",15.37K,-0.63%
06/14/2023,"59,249","59,294","59,390","59,105",11.39K,0.05%
06/15/2023,"59,249","59,100","59,275","58,600",16.41K,0.00%
06/16/2023,"59,249","59,250","59,427","59,156",9.35K,0.00%
06/19/2023,"59,043","59,126","59,260","59,005",6.09K,-0.35%
06/20/2023,"58,721","59,064","59,238","58,555",11.77K,-0.55%
06/21/2023,"58,630","58,702","58,762","58,326",9.89K,-0.15%
06/22/2023,"58,144","58,553","58,644","58,111",10.48K,-0.83%
06/23/2023,"58,188","58,111","58,594","58,046",10.12K,0.08%
06/26/2023,"58,256","58,282","58,495","58,211",7.60K,0.12%
06/27/2023,"58,015","58,350","58,391","57,930",8.40K,-0.41%
06/28/2023,"57,796","58,080","58,080","57,690",10.09K,-0.38%
06/29/2023,"57,578","57,600","57,811","57,375",6.46K,-0.38%
06/30/2023,"58,020","57,743","58,059","57,673",0.44K,0.77%
07/03/2023,"58,119","57,979","58,205","57,830",0.07K,0.17%
07/04/2023,"58,194","58,171","58,239","58,124",0.02K,0.13%
07/05/2023,"58,308","58,186","58,450","58,148",0.12K,0.20%
07/06/2023,"58,385","58,469","58,637","58,150",13.96K,0.13%
07/07/2023,"58,747","58,396","58,898","58,313",13.14K,0.62%
07/10/2023,"58,635","58,690","58,720","58,390",9.83K,-0.19%
07/11/2023,"58,737","58,601","58,840","58,553",8.87K,0.17%
07/12/2023,"59,113","58,790","59,168","58,688",13.17K,0.64%
07/13/2023,"59,185","59,150","59,325","59,050",9.30K,0.12%
07/14/2023,"59,229","59,207","59,320","59,083",7.72K,0.07%
07/17/2023,"59,061","59,095","59,180","58,861",8.54K,-0.28%
07/18/2023,"59,633","59,135","59,767","59,112",15.28K,0.97%
07/19/2023,"59,683","59,650","59,739","59,505",7.00K,0.08%
07/20/2023,"59,459","59,750","59,842","59,338",9.93K,-0.38%
07/21/2023,"59,221","59,460","59,500","59,110",7.40K,-0.40%
07/24/2023,"59,013","59,188","59,234","58,967",8.04K,-0.35%
07/25/2023,"59,120","59,057","59,191","58,870",8.85K,0.18%
07/26/2023,"59,347","59,199","59,460","59,097",9.91K,0.38%
07/27/2023,"58,878","59,455","59,538","58,711",13.67K,-0.79%
07/28/2023,"59,288","58,989","59,335","58,910",10.91K,0.70%
07/31/2023,"59,628","59,064","59,702","59,064",4.23K,0.57%
08/01/2023,"59,048","59,528","59,528","59,029",0.78K,-0.97%
08/02/2023,"59,117","59,241","59,399","59,041",0.13K,0.12%
08/03/2023,"59,078","59,099","59,860","58,950",0.16K,-0.07%
08/04/2023,"59,124","59,074","59,249","59,037",0.02K,0.08%
08/07/2023,"59,201","59,325","59,380","59,135",8.38K,0.13%
08/08/2023,"58,997","59,161","59,215","58,950",9.73K,-0.34%
08/09/2023,"58,719","59,051","59,097","58,702",9.96K,-0.47%
08/10/2023,"58,605","58,680","58,879","58,508",7.82K,-0.19%
08/11/2023,"58,645","58,582","58,741","58,487",6.65K,0.07%
08/14/2023,"58,663","58,744","58,744","58,525",4.96K,0.03%
08/16/2023,"58,413","58,598","58,619","58,401",5.67K,-0.43%
08/17/2023,"58,027","58,385","58,390","58,007",8.38K,-0.66%
08/18/2023,"58,098","58,169","58,265","58,055",4.99K,0.12%
08/21/2023,"58,164","58,110","58,320","57,992",8.85K,0.11%
08/22/2023,"58,221","58,164","58,328","58,073",6.85K,0.10%
08/23/2023,"58,430","58,290","58,456","58,160",7.78K,0.36%
08/24/2023,"58,436","58,448","58,533","58,261",7.11K,0.01%
08/25/2023,"58,273","58,383","58,520","58,171",9.06K,-0.28%
08/28/2023,"58,497","58,300","58,600","58,206",8.81K,0.38%
08/29/2023,"58,843","58,620","58,880","58,430",11.85K,0.59%
08/30/2023,"59,117","58,832","59,164","58,830",5.37K,0.47%
08/31/2023,"59,113","59,138","59,379","59,001",0.20K,-0.01%
09/01/2023,"59,106","59,082","59,507","59,051",0.40K,-0.01%
09/04/2023,"59,385","59,125","59,540","59,101",0.09K,0.47%
09/05/2023,"59,252","59,550","59,550","59,150",4.89K,-0.22%
09/06/2023,"59,111","59,208","59,310","59,021",6.94K,-0.24%
09/07/2023,"59,016","59,124","59,125","58,981",4.27K,-0.16%
09/08/2023,"58,905","59,117","59,200","58,872",5.87K,-0.19%
09/11/2023,"58,941","58,932","59,120","58,902",4.16K,0.06%
09/12/2023,"58,642","58,999","58,999","58,576",8.32K,-0.51%
09/13/2023,"58,610","58,576","58,726","58,527",5.10K,-0.05%
09/14/2023,"58,608","58,500","58,635","58,385",6.59K,0.00%
09/15/2023,"58,992","58,690","59,111","58,677",8.14K,0.66%
09/18/2023,"59,212","59,079","59,225","59,056",5.05K,0.37%
09/19/2023,"59,265","59,250","59,350","59,231",2.65K,0.09%
09/20/2023,"59,363","59,167","59,388","59,100",6.43K,0.17%
09/21/2023,"58,853","59,300","59,300","58,726",9.32K,-0.86%
09/22/2023,"58,896","58,800","58,948","58,721",5.38K,0.07%
09/25/2023,"58,707","58,860","58,948","58,674",6.48K,-0.32%
09/26/2023,"58,478","58,656","58,700","58,454",9.34K,-0.39%
09/27/2023,"57,759","58,466","58,478","57,662",13.13K,-1.23%
09/28/2023,"57,146","57,675","57,788","56,674",6.96K,-1.06%
09/29/2023,"57,061","57,445","57,727","56,802",0.34K,-0.15%
10/03/2023,"56,385","56,323","56,490","56,251",0.08K,-1.18%
10/04/2023,"56,229","56,280","56,367","56,205",0.14K,-0.28%
10/05/2023,"56,360","55,913","56,360","55,913",8.90K,0.23%
10/06/2023,"56,582","56,486","56,641","56,160",11.22K,0.39%
10/09/2023,"57,268","56,720","57,300","56,720",9.88K,1.21%
10/10/2023,"57,364","57,320","57,450","57,230",7.42K,0.17%
10/11/2023,"57,636","57,387","57,742","57,340",8.00K,0.47%
10/12/2023,"57,613","57,721","57,900","57,575",8.26K,-0.04%
10/13/2023,"58,993","57,665","59,019","57,634",23.77K,2.40%
10/16/2023,"58,993","58,880","58,993","58,600",7.88K,0.00%
10/17/2023,"58,857","58,850","59,100","58,700",7.16K,-0.23%
10/18/2023,"58,922","59,127","59,846","59,127",160.42M,0.11%
10/19/2023,"59,935","59,600","59,978","59,481",12.20K,1.72%
10/20/2023,"60,375","59,978","60,740","59,935",17.32K,0.73%
10/23/2023,"60,402","60,100","60,525","60,100",109.85M,0.04%
10/24/2023,"60,402","60,400","60,401","59,958",72.89M,0.00%
10/25/2023,"60,652","60,282","60,680","60,180",143.36M,0.41%
10/26/2023,"60,652","60,673","60,880","60,410",104.83M,0.00%
10/27/2023,"60,952","60,759","61,056","60,588",7.89K,0.49%
10/30/2023,"60,952","60,952","61,280","60,952",43.45M,0.00%
10/31/2023,"61,077","61,021","61,688","60,800",0.36K,0.21%
11/01/2023,"60,757","60,729","61,478","60,621",2.00M,-0.52%
11/02/2023,"60,805","60,828","60,845","60,666",0.19K,0.08%
11/03/2023,"60,829","60,822","61,590","60,005",2.37M,0.04%
11/06/2023,"60,818","60,851","60,980","60,750",7.71K,-0.02%
11/07/2023,"60,365","60,746","60,746","60,200",11.60K,-0.74%
11/08/2023,"60,043","60,401","60,460","59,979",11.79K,-0.53%
11/09/2023,"60,271","59,959","60,339","59,801",11.15K,0.38%
11/10/2023,"59,697","60,231","60,247","59,672",11.82K,-0.95%
11/12/2023,"59,785","59,600","59,800","59,600",1.09K,0.15%
11/13/2023,"59,844","59,791","59,915","59,521",8.34K,0.10%
11/14/2023,"60,083","59,853","60,344","59,757",7.86K,0.40%
11/15/2023,"60,120","59,814","60,400","59,500",9.31K,0.06%
11/16/2023,"60,654","60,099","60,800","60,093",13.33K,0.89%
11/17/2023,"60,678","60,697","60,957","60,610",10.03K,0.04%
11/20/2023,"60,657","60,678","60,745","60,375",8.93K,-0.03%
11/21/2023,"61,212","60,738","61,330","60,738",14.35K,0.91%
11/22/2023,"61,065","61,058","61,360","60,977",8.38K,-0.24%
11/23/2023,"61,093","60,950","61,223","60,950",5.06K,0.05%
11/24/2023,"61,352","61,128","61,388","61,101",6.85K,0.42%
11/27/2023,"61,557","61,399","61,685","61,399",4.38K,0.33%
11/28/2023,"62,409","61,601","62,512","61,450",10.55K,1.38%
11/29/2023,"62,470","62,300","62,676","62,271",2.62K,0.10%
11/30/2023,"62,639","62,609","62,750","62,365",0.36K,0.27%
12/01/2023,"62,876","62,634","62,993","62,409",0.21K,0.38%
12/04/2023,"62,302","64,342","64,344","62,254",0.18K,-0.91%
12/05/2023,"62,600","63,303","63,303","61,941",0.08K,0.48%
12/06/2023,"62,269","62,169","62,419","62,055",10.64K,-0.53%
12/07/2023,"62,290","62,205","62,578","62,088",9.88K,0.03%
12/08/2023,"61,597","62,385","62,386","61,525",15.53K,-1.11%
12/11/2023,"60,986","61,595","61,636","60,957",13.74K,-0.99%
12/12/2023,"60,984","60,711","61,400","60,711",11.02K,0.00%
12/13/2023,"60,992","60,946","61,125","60,758",9.06K,0.01%
12/14/2023,"62,229","61,350","62,625","61,350",18.88K,2.03%
12/15/2023,"61,991","62,232","62,365","61,880",8.44K,-0.38%
12/18/2023,"62,057","62,587","62,587","61,714",6.48K,0.11%
12/19/2023,"62,211","61,960","62,377","61,850",7.84K,0.25%
12/20/2023,"62,151","62,238","62,332","62,053",7.00K,-0.10%
12/21/2023,"62,257","62,197","62,417","62,111",7.00K,0.17%
12/22/2023,"62,657","62,355","62,948","62,355",12.20K,0.64%
12/26/2023,"62,722","63,127","63,250","62,616",5.66K,0.10%
12/27/2023,"63,292","62,835","63,317","62,828",8.28K,0.91%
12/28/2023,"63,119","63,119","63,471","62,969",7.81K,-0.27%
12/29/2023,"62,954","62,993","63,107","62,783",6.77K,-0.26%
01/01/2024,"63,001","63,035","63,188","62,893",2.41K,0.07%
01/02/2024,"63,039","63,072","63,338","62,894",0.68K,0.06%
01/03/2024,"62,294","63,057","63,122","62,223",1.25K,-1.18%
01/04/2024,"62,444","62,518","62,555","62,218",0.06K,0.24%
01/05/2024,"62,627","62,465","62,763","62,250",0.08K,0.29%
01/08/2024,"62,140","62,530","62,536","61,977",14.95K,-0.78%
01/09/2024,"62,211","62,211","62,489","62,152",9.52K,0.11%
01/10/2024,"62,047","62,240","62,390","62,010",8.40K,-0.26%
01/11/2024,"61,830","62,102","62,462","61,775",13.13K,-0.35%
01/12/2024,"62,372","62,098","62,669","62,098",15.33K,0.88%
01/15/2024,"62,567","62,521","62,644","62,448",4.99K,0.31%
01/16/2024,"62,065","62,500","62,530","62,013",11.28K,-0.80%
01/17/2024,"61,561","62,091","62,115","61,515",13.55K,-0.81%
01/18/2024,"61,791","61,600","61,830","61,512",8.14K,0.37%
01/19/2024,"62,021","61,874","62,246","61,850",10.62K,0.37%
01/22/2024,"61,888","62,021","62,030","61,755",3.84K,-0.21%
01/23/2024,"62,003","61,917","62,239","61,873",8.77K,0.19%
01/24/2024,"62,072","62,124","62,294","61,950",11.11K,0.11%
01/25/2024,"62,036","62,047","62,195","61,933",8.61K,-0.06%
01/29/2024,"62,234","62,196","62,370","62,125",10.91K,0.32%
01/30/2024,"62,371","62,280","62,730","62,254",3.06K,0.22%
01/31/2024,"62,865","62,580","62,982","62,063",0.34K,0.79%
02/01/2024,"63,079","62,900","63,400","62,430",0.16K,0.34%
02/02/2024,"62,639","63,360","63,640","62,453",0.23K,-0.70%
02/05/2024,"62,542","63,441","63,441","62,400",0.08K,-0.15%
02/06/2024,"62,322","62,081","62,367","62,015",7.33K,-0.35%
02/07/2024,"62,305","62,243","62,462","62,191",5.66K,-0.03%
02/08/2024,"62,219","62,255","62,329","62,005",7.53K,-0.14%
02/09/2024,"62,105","62,249","62,300","61,966",6.31K,-0.18%
02/12/2024,"61,856","62,079","62,079","61,735",9.08K,-0.40%
02/13/2024,"61,267","61,965","62,150","61,153",14.35K,-0.95%
02/14/2024,"61,170","61,115","61,211","60,922",8.99K,-0.16%
02/15/2024,"61,306","61,163","61,420","61,042",7.05K,0.22%
02/16/2024,"61,498","61,331","61,525","61,135",7.19K,0.31%
02/19/2024,"61,641","61,588","61,770","61,512",5.10K,0.23%
02/20/2024,"61,810","61,623","61,870","61,554",6.25K,0.27%
02/21/2024,"61,744","61,850","61,899","61,690",4.51K,-0.11%
02/22/2024,"61,661","61,800","61,943","61,622",6.62K,-0.13%
02/23/2024,"61,910","61,657","61,936","61,493",8.91K,0.40%
02/26/2024,"61,766","61,948","61,948","61,666",6.15K,-0.23%
02/27/2024,"61,839","61,888","61,963","61,744",11.12K,0.12%
02/28/2024,"61,792","61,726","61,948","61,516",6.65K,-0.08%
02/29/2024,"62,293","61,835","62,335","61,810",0.64K,0.81%
03/01/2024,"63,135","62,314","63,190","62,200",0.15K,1.35%
03/04/2024,"63,605","63,153","64,135","62,620",0.09K,0.74%
03/05/2024,"64,193","64,059","64,541","64,050",0.01K,0.92%
03/06/2024,"65,042","64,659","65,127","64,559",13.40K,1.32%
03/07/2024,"65,246","65,150","65,419","65,055",13.40K,0.31%
03/08/2024,"65,847","65,375","66,120","65,315",16.03K,0.92%
03/11/2024,"65,872","66,000","66,026","65,750",8.45K,0.04%
03/12/2024,"65,334","65,852","65,867","65,260",15.98K,-0.82%
03/13/2024,"65,717","65,490","65,842","65,300",8.63K,0.59%
03/14/2024,"65,435","65,620","65,675","65,280",8.36K,-0.43%
03/15/2024,"65,367","65,484","65,695","65,349",7.77K,-0.10%
03/18/2024,"65,429","65,252","65,548","65,041",8.91K,0.09%
03/19/2024,"65,431","65,452","65,541","65,222",8.44K,0.00%
03/20/2024,"65,556","65,455","65,670","65,400",7.39K,0.19%
03/21/2024,"65,930","66,050","66,698","65,643",19.09K,0.57%
03/22/2024,"65,700","65,734","66,061","65,600",11.51K,-0.35%
03/25/2024,"65,865","66,350","66,350","65,800",4.18K,0.25%
03/26/2024,"66,007","65,770","66,280","65,711",13.05K,0.22%
03/27/2024,"66,300","66,028","66,374","65,960",8.91K,0.44%
03/28/2024,"67,600","66,417","67,870","66,370",14.14K,1.96%
