Date,Price,Open,High,Low,Vol.,Change %
08/28/2018,"29,981","30,015","30,170","29,951",6.78K,0.03%
08/29/2018,"30,144","29,977","30,168","29,977",6.08K,0.54%
08/30/2018,"30,131","30,110","30,269","30,082",6.31K,-0.04%
08/31/2018,"30,116","30,224","30,298","30,055",5.78K,-0.05%
09/03/2018,"30,327","30,075","30,448","30,062",1.44K,0.70%
09/04/2018,"30,221","30,238","30,300","30,154",0.17K,-0.35%
09/05/2018,"30,310","30,257","30,494","30,250",0.05K,0.29%
09/06/2018,"30,565","30,366","30,693","30,366",14.80K,0.84%
09/07/2018,"30,509","30,643","30,643","30,405",9.44K,-0.18%
09/10/2018,"30,725","30,549","30,748","30,526",11.42K,0.71%
09/11/2018,"30,732","30,660","30,744","30,559",11.40K,0.02%
09/12/2018,"30,664","30,682","30,779","30,443",15.88K,-0.22%
09/13/2018,"30,470","30,576","30,690","30,450",6.63K,-0.63%
09/14/2018,"30,453","30,501","30,648","30,401",11.82K,-0.06%
09/17/2018,"30,778","30,509","30,800","30,509",13.77K,1.07%
09/18/2018,"30,811","30,710","30,925","30,652",11.96K,0.11%
09/19/2018,"30,649","30,821","30,936","30,634",13.10K,-0.53%
09/20/2018,"30,623","30,700","30,700","30,585",3.97K,-0.08%
09/21/2018,"30,609","30,731","30,910","30,455",15.51K,-0.05%
09/24/2018,"30,862","30,620","30,899","30,620",10.49K,0.83%
09/25/2018,"30,838","30,821","30,864","30,755",7.69K,-0.08%
09/26/2018,"30,608","30,824","30,830","30,587",9.12K,-0.75%
09/27/2018,"30,356","30,738","30,738","30,321",10.28K,-0.82%
09/28/2018,"30,479","30,398","30,520","30,264",8.85K,0.41%
10/01/2018,"30,614","30,399","30,660","30,376",2.22K,0.44%
10/03/2018,"31,025","30,890","31,168","30,889",0.19K,1.34%
10/04/2018,"31,136","31,072","31,164","31,015",0.04K,0.36%
10/05/2018,"31,233","31,101","31,288","30,985",0.07K,0.31%
10/08/2018,"31,096","31,369","31,389","31,083",9.96K,-0.44%
10/09/2018,"31,161","31,200","31,275","31,115",7.31K,0.21%
10/10/2018,"31,247","31,235","31,265","31,151",6.58K,0.28%
10/11/2018,"31,793","31,300","31,815","31,250",17.38K,1.75%
10/12/2018,"31,670","31,699","31,720","31,574",10.61K,-0.39%
10/15/2018,"31,877","31,723","32,075","31,723",14.31K,0.65%
10/16/2018,"31,701","31,877","31,957","31,680",10.71K,-0.55%
10/17/2018,"31,702","31,670","31,839","31,635",8.63K,0.00%
10/18/2018,"31,885","31,670","31,909","31,638",5.54K,0.58%
10/19/2018,"31,737","31,805","31,867","31,703",7.59K,-0.46%
10/22/2018,"31,729","31,738","31,749","31,641",6.73K,-0.03%
10/23/2018,"31,871","31,721","32,053","31,721",13.47K,0.45%
10/24/2018,"31,723","31,820","31,844","31,585",9.82K,-0.46%
10/25/2018,"31,683","31,800","31,912","31,663",9.54K,-0.13%
10/26/2018,"31,764","31,779","31,993","31,725",13.31K,0.26%
10/29/2018,"31,730","31,847","31,847","31,692",6.67K,-0.11%
10/30/2018,"31,725","31,755","31,789","31,651",5.96K,-0.02%
10/31/2018,"31,631","31,650","31,780","31,590",5.67K,-0.30%
11/01/2018,"31,783","31,671","31,818","31,619",1.58K,0.48%
11/02/2018,"31,737","31,737","31,999","31,530",0.54K,-0.14%
11/05/2018,"31,783","31,785","31,898","31,630",0.18K,0.14%
11/06/2018,"31,657","31,718","31,869","31,641",9.16K,-0.40%
11/07/2018,"31,602","31,660","31,678","31,530",1.80K,-0.17%
11/08/2018,"31,408","31,551","31,551","31,234",6.11K,-0.61%
11/09/2018,"31,023","31,302","31,383","30,965",10.71K,-1.23%
11/12/2018,"31,014","31,106","31,178","30,975",7.77K,-0.03%
11/13/2018,"30,778","31,110","31,110","30,756",8.28K,-0.76%
11/14/2018,"30,838","30,700","30,867","30,620",7.55K,0.19%
11/15/2018,"30,831","30,830","30,939","30,753",8.71K,-0.02%
11/16/2018,"31,017","30,856","31,158","30,830",10.10K,0.60%
11/19/2018,"30,888","31,068","31,068","30,785",8.15K,-0.42%
11/20/2018,"30,830","30,811","30,994","30,800",8.35K,-0.19%
11/21/2018,"30,839","30,800","30,910","30,750",7.74K,0.03%
11/22/2018,"30,613","30,852","30,899","30,555",9.81K,-0.73%
11/23/2018,"30,513","30,551","30,566","30,427",4.66K,-0.33%
11/26/2018,"30,574","30,472","30,672","30,470",7.68K,0.20%
11/27/2018,"30,423","30,585","30,648","30,389",7.86K,-0.49%
11/28/2018,"30,457","30,400","30,593","30,270",8.40K,0.11%
11/29/2018,"30,253","30,399","30,399","30,210",6.69K,-0.67%
11/30/2018,"30,186","30,233","30,320","30,155",7.63K,-0.22%
12/03/2018,"30,787","30,322","30,850","30,257",1.60K,1.99%
12/04/2018,"30,964","30,874","31,085","30,874",0.08K,0.57%
12/05/2018,"30,926","30,830","30,970","30,825",0.04K,-0.12%
12/06/2018,"31,005","31,039","31,196","30,974",10.55K,0.26%
12/07/2018,"31,440","31,011","31,480","30,941",11.24K,1.40%
12/10/2018,"31,895","31,459","31,966","31,420",14.09K,1.45%
12/11/2018,"31,812","31,850","31,850","31,618",10.53K,-0.26%
12/12/2018,"31,626","31,749","31,749","31,582",7.57K,-0.58%
12/13/2018,"31,414","31,550","31,600","31,337",8.43K,-0.67%
12/14/2018,"31,437","31,440","31,514","31,384",6.75K,0.07%
12/17/2018,"31,501","31,369","31,530","31,291",5.97K,0.20%
12/18/2018,"31,075","31,589","31,650","31,041",10.18K,-1.35%
12/19/2018,"31,139","31,167","31,500","30,967",8.76K,0.21%
12/20/2018,"31,219","31,027","31,250","30,914",12.97K,0.26%
12/21/2018,"31,126","31,115","31,292","31,075",9.91K,-0.30%
12/24/2018,"31,375","31,300","31,395","31,177",8.57K,0.80%
12/26/2018,"31,463","31,430","31,643","31,400",10.03K,0.28%
12/27/2018,"31,611","31,499","31,647","31,426",8.01K,0.47%
12/28/2018,"31,506","31,576","31,629","31,462",6.64K,-0.33%
12/31/2018,"31,489","31,452","31,583","31,284",6.60K,-0.05%
01/01/2019,"31,560","31,550","31,651","31,410",0.68K,0.23%
01/02/2019,"31,934","31,530","32,500","31,510",0.40K,1.19%
01/03/2019,"31,939","32,000","32,045","31,836",0.17K,0.02%
01/04/2019,"31,679","32,686","32,686","31,460",0.06K,-0.81%
01/07/2019,"31,652","31,536","31,748","31,456",12.80K,-0.09%
01/08/2019,"31,736","31,616","31,758","31,572",10.84K,0.27%
01/09/2019,"31,993","31,685","32,016","31,639",14.63K,0.81%
01/10/2019,"31,878","32,090","32,119","31,855",13.33K,-0.36%
01/11/2019,"31,924","31,907","32,065","31,888",10.56K,0.14%
01/14/2019,"32,130","32,050","32,194","31,963",13.65K,0.65%
01/15/2019,"32,169","32,066","32,273","32,064",12.59K,0.12%
01/16/2019,"32,272","32,148","32,299","32,103",11.36K,0.32%
01/17/2019,"32,253","32,300","32,363","32,190",12.92K,-0.06%
01/18/2019,"32,089","32,295","32,305","32,052",12.63K,-0.51%
01/21/2019,"32,039","32,052","32,184","31,985",8.90K,-0.16%
01/22/2019,"32,154","32,030","32,189","31,949",12.04K,0.36%
01/23/2019,"32,135","32,105","32,199","32,060",10.91K,-0.06%
01/24/2019,"32,016","32,100","32,147","31,986",9.55K,-0.37%
01/25/2019,"32,339","32,057","32,367","32,019",13.03K,1.01%
01/28/2019,"32,536","32,383","32,570","32,383",10.90K,0.61%
01/29/2019,"32,891","32,570","32,967","32,530",13.05K,1.09%
01/30/2019,"32,903","32,900","32,975","32,807",9.82K,0.04%
01/31/2019,"33,100","32,937","33,245","32,903",10.39K,0.60%
02/01/2019,"33,405","33,119","33,500","32,997",3.12K,0.92%
02/04/2019,"33,455","34,247","34,400","33,285",0.42K,0.15%
02/05/2019,"33,381","33,549","33,549","33,250",0.13K,-0.22%
02/06/2019,"33,222","33,199","33,378","33,175",7.27K,-0.48%
02/07/2019,"33,056","33,169","33,200","32,951",10.60K,-0.50%
02/08/2019,"33,125","33,000","33,142","32,910",9.43K,0.21%
02/11/2019,"32,931","33,060","33,082","32,811",11.15K,-0.59%
02/12/2019,"32,747","32,915","32,945","32,721",9.36K,-0.56%
02/13/2019,"32,909","32,727","33,028","32,680",10.85K,0.49%
02/14/2019,"32,970","32,862","33,000","32,765",11.45K,0.19%
02/15/2019,"33,263","32,992","33,280","32,992",11.79K,0.89%
02/18/2019,"33,463","33,333","33,484","33,333",8.88K,0.60%
02/19/2019,"33,753","33,499","33,797","33,434",11.91K,0.87%
02/20/2019,"33,719","33,800","33,877","33,680",9.09K,-0.10%
02/21/2019,"33,302","33,630","33,658","33,265",14.50K,-1.24%
02/22/2019,"33,369","33,302","33,413","33,190",9.55K,0.20%
02/25/2019,"33,159","33,385","33,398","33,130",8.44K,-0.63%
02/26/2019,"33,228","33,225","33,450","33,205",9.01K,0.21%
02/27/2019,"33,171","33,300","33,466","33,138",9.40K,-0.17%
02/28/2019,"32,902","33,189","33,260","32,877",8.13K,-0.81%
03/01/2019,"32,533","32,857","32,953","31,915",1.56K,-1.12%
03/04/2019,"32,505","32,394","32,601","32,315",0.15K,-0.09%
03/05/2019,"32,015","33,435","33,440","32,000",0.24K,-1.51%
03/06/2019,"31,954","32,136","32,300","31,885",16.71K,-0.19%
03/07/2019,"31,946","31,959","31,980","31,800",14.75K,-0.03%
03/08/2019,"32,174","31,980","32,235","31,955",16.62K,0.71%
03/11/2019,"31,915","32,214","32,214","31,897",12.41K,-0.80%
03/12/2019,"32,015","31,906","32,056","31,885",12.06K,0.31%
03/13/2019,"32,225","32,088","32,330","32,088",13.82K,0.66%
03/14/2019,"31,832","32,274","32,274","31,813",17.21K,-1.22%
03/15/2019,"31,853","31,895","31,960","31,768",13.20K,0.07%
03/18/2019,"31,685","31,800","31,815","31,590",12.27K,-0.53%
03/19/2019,"31,985","31,750","32,017","31,691",14.67K,0.95%
03/20/2019,"31,740","31,961","31,961","31,704",14.38K,-0.77%
03/21/2019,"31,842","31,899","32,064","31,806",9.41K,0.32%
03/22/2019,"32,155","31,869","32,184","31,748",19.21K,0.98%
03/25/2019,"32,223","32,199","32,245","32,083",14.02K,0.21%
03/26/2019,"32,113","32,200","32,200","32,031",13.04K,-0.34%
03/27/2019,"32,019","32,101","32,182","32,000",17.72K,-0.29%
03/28/2019,"31,624","31,993","32,030","31,591",15.06K,-1.23%
03/29/2019,"31,703","31,600","31,788","31,510",11.36K,0.25%
04/01/2019,"31,570","31,588","31,730","31,542",4.52K,-0.42%
04/02/2019,"31,535","31,550","31,590","31,359",0.39K,-0.11%
04/03/2019,"31,450","31,499","31,607","31,318",0.17K,-0.27%
04/04/2019,"31,503","31,499","31,549","31,350",0.07K,0.17%
04/05/2019,"31,566","31,535","31,620","31,400",0.06K,0.20%
04/08/2019,"32,076","31,795","32,155","31,795",12.90K,1.62%
04/09/2019,"32,098","32,131","32,171","32,020",11.01K,0.07%
04/10/2019,"32,174","32,070","32,197","31,968",11.74K,0.24%
04/11/2019,"31,663","32,148","32,148","31,638",17.11K,-1.59%
04/12/2019,"31,760","31,721","31,871","31,705",11.01K,0.31%
04/15/2019,"31,760","31,710","31,791","31,570",8.54K,0.00%
04/16/2019,"31,474","31,700","31,768","31,453",14.48K,-0.90%
04/17/2019,"31,410","31,500","31,525","31,393",5.65K,-0.20%
04/18/2019,"31,403","31,474","31,544","31,355",9.87K,-0.02%
04/22/2019,"31,531","31,497","31,697","31,497",9.89K,0.41%
04/23/2019,"31,525","31,490","31,566","31,401",9.92K,-0.02%
04/24/2019,"31,759","31,480","31,799","31,450",12.64K,0.74%
04/25/2019,"31,843","31,750","31,926","31,641",11.64K,0.26%
04/26/2019,"31,868","31,851","31,934","31,705",9.67K,0.08%
04/30/2019,"31,625","31,800","31,824","31,597",6.44K,-0.76%
05/01/2019,"31,563","31,604","31,657","31,503",1.55K,-0.20%
05/02/2019,"31,203","31,420","31,425","31,160",0.48K,-1.14%
05/03/2019,"31,341","31,250","31,500","31,163",0.08K,0.44%
05/06/2019,"31,578","31,495","31,659","31,495",12.07K,0.76%
05/07/2019,"31,739","31,600","31,758","31,542",12.37K,0.51%
05/08/2019,"31,697","31,740","31,930","31,676",16.67K,-0.13%
05/09/2019,"31,926","31,749","32,049","31,719",18.69K,0.72%
05/10/2019,"31,917","31,895","32,004","31,790",15.88K,-0.03%
05/13/2019,"32,499","31,900","32,538","31,885",25.01K,1.82%
05/14/2019,"32,248","32,451","32,451","32,235",17.75K,-0.77%
05/15/2019,"32,261","32,300","32,410","32,165",17.66K,0.04%
05/16/2019,"31,985","32,261","32,320","31,931",18.62K,-0.86%
05/17/2019,"31,809","31,991","32,039","31,785",17.35K,-0.55%
05/20/2019,"31,566","31,777","31,777","31,101",14.61K,-0.76%
05/21/2019,"31,442","31,549","31,549","31,410",11.49K,-0.39%
05/22/2019,"31,452","31,460","31,568","31,416",9.61K,0.03%
05/23/2019,"31,696","31,401","31,757","31,265",16.97K,0.78%
05/24/2019,"31,554","31,681","31,710","31,518",10.69K,-0.45%
05/27/2019,"31,630","31,588","31,716","31,580",8.36K,0.24%
05/28/2019,"31,569","31,629","31,718","31,510",11.67K,-0.19%
05/29/2019,"31,760","31,651","31,850","31,638",12.93K,0.61%
05/30/2019,"31,831","31,721","31,896","31,560",10.73K,0.22%
05/31/2019,"32,131","31,810","32,165","31,810",8.39K,0.94%
06/03/2019,"32,405","32,147","32,499","32,113",1.29K,0.85%
06/04/2019,"32,465","32,500","32,800","32,300",0.12K,0.19%
06/05/2019,"32,607","32,540","32,866","32,540",11.50K,0.44%
06/06/2019,"32,734","32,631","32,760","32,631",10.04K,0.39%
06/07/2019,"32,867","32,641","32,944","32,610",18.52K,0.41%
06/10/2019,"32,611","32,800","32,800","32,585",9.62K,-0.78%
06/11/2019,"32,576","32,640","32,662","32,431",10.98K,-0.11%
06/12/2019,"32,685","32,617","32,776","32,617",11.39K,0.33%
06/13/2019,"32,884","32,739","32,918","32,662",12.03K,0.61%
06/14/2019,"32,984","32,950","33,241","32,950",21.10K,0.30%
06/17/2019,"32,961","33,015","33,080","32,826",15.54K,-0.07%
06/18/2019,"32,939","32,974","33,149","32,846",21.56K,-0.07%
06/19/2019,"32,976","32,907","32,999","32,875",10.56K,0.11%
06/20/2019,"33,838","33,000","33,876","33,000",26.73K,2.61%
06/21/2019,"33,960","33,890","34,297","33,709",27.58K,0.36%
06/24/2019,"34,214","34,100","34,259","34,031",15.55K,0.75%
06/25/2019,"34,300","34,345","34,599","34,160",30.86K,0.25%
06/26/2019,"34,135","34,160","34,173","33,964",20.45K,-0.48%
06/27/2019,"33,931","34,270","34,270","33,777",13.58K,-0.60%
06/28/2019,"33,947","34,000","34,200","33,900",11.22K,0.05%
07/01/2019,"33,348","33,777","33,777","33,210",3.84K,-1.76%
07/02/2019,"33,779","33,530","33,804","33,507",0.35K,1.29%
07/03/2019,"34,077","33,801","34,750","33,801",0.19K,0.88%
07/04/2019,"34,023","34,199","34,300","33,911",0.18K,-0.16%
07/05/2019,"34,370","34,395","35,037","33,900",0.04K,1.02%
07/08/2019,"34,535","34,550","34,759","34,475",23.91K,0.48%
07/09/2019,"34,533","34,499","34,581","34,300",25.57K,-0.01%
07/10/2019,"34,765","34,469","34,806","34,332",31.36K,0.67%
07/11/2019,"34,612","34,800","34,995","34,591",34.61K,-0.44%
07/12/2019,"34,812","34,698","34,862","34,611",23.11K,0.58%
07/15/2019,"34,792","34,740","34,850","34,687",19.68K,-0.06%
07/16/2019,"34,738","34,809","34,839","34,639",25.48K,-0.16%
07/17/2019,"35,039","34,700","35,080","34,611",27.57K,0.87%
07/18/2019,"35,117","35,100","35,150","34,851",31.10K,0.22%
07/19/2019,"35,033","35,180","35,380","35,003",29.52K,-0.24%
07/22/2019,"35,143","35,100","35,189","35,035",16.10K,0.31%
07/23/2019,"35,030","35,065","35,135","34,907",20.41K,-0.32%
07/24/2019,"35,036","35,012","35,090","34,921",15.42K,0.02%
07/25/2019,"34,850","34,981","35,121","34,802",21.46K,-0.53%
07/26/2019,"34,815","34,870","34,905","34,760",14.31K,-0.10%
07/29/2019,"34,788","34,839","34,881","34,735",10.73K,-0.08%
07/30/2019,"34,737","34,823","34,898","34,520",18.21K,-0.15%
07/31/2019,"34,714","34,830","34,830","34,625",8.50K,-0.07%
08/01/2019,"35,134","34,520","35,500","34,430",2.71K,1.21%
08/02/2019,"35,705","35,200","35,840","35,100",0.82K,1.63%
08/05/2019,"36,711","36,412","36,775","36,240",0.29K,2.82%
08/06/2019,"37,182","37,003","37,207","36,621",27.32K,1.28%
08/07/2019,"37,899","37,250","38,125","37,250",44.11K,1.93%
08/08/2019,"37,311","37,899","37,899","37,175",33.79K,-1.55%
08/09/2019,"37,558","37,419","37,684","37,355",22.87K,0.66%
08/12/2019,"37,812","37,620","37,909","37,620",9.18K,0.68%
08/13/2019,"37,268","37,860","38,147","36,860",41.66K,-1.44%
08/14/2019,"37,688","37,274","37,844","37,188",33.32K,1.13%
08/16/2019,"37,487","37,880","37,941","37,281",24.29K,-0.53%
08/19/2019,"37,484","37,340","37,525","37,270",22.99K,-0.01%
08/20/2019,"37,640","37,400","37,680","37,350",19.81K,0.42%
08/21/2019,"37,598","37,555","37,636","37,441",15.78K,-0.11%
08/22/2019,"37,779","37,560","37,800","37,501",20.06K,0.48%
08/23/2019,"38,357","37,700","38,426","37,595",28.96K,1.53%
08/26/2019,"38,415","38,550","38,869","38,360",28.46K,0.15%
08/27/2019,"38,644","38,367","38,679","38,331",20.05K,0.60%
08/28/2019,"38,772","38,547","38,879","38,465",19.15K,0.33%
08/29/2019,"38,426","38,740","38,998","38,289",24.91K,-0.89%
08/30/2019,"38,300","38,424","38,588","38,224",16.91K,-0.33%
09/02/2019,"38,708","38,520","38,800","38,400",2.32K,1.07%
09/03/2019,"39,314","38,852","39,431","38,634",1.20K,1.57%
09/04/2019,"39,337","39,337","39,490","38,981",1.85K,0.06%
09/05/2019,"38,504","39,198","39,370","38,353",0.63K,-2.12%
09/06/2019,"38,551","38,821","38,962","38,385",40.45K,0.12%
09/09/2019,"38,459","38,578","39,699","38,265",31.73K,-0.24%
09/10/2019,"38,248","38,382","38,487","38,200",18.61K,-0.55%
09/11/2019,"37,965","38,200","38,260","37,931",27.74K,-0.74%
09/12/2019,"37,747","37,900","38,215","37,662",41.66K,-0.57%
09/13/2019,"37,517","37,700","37,891","37,451",28.04K,-0.61%
09/16/2019,"38,161","37,749","38,188","37,749",25.82K,1.72%
09/17/2019,"37,995","38,068","38,165","37,853",24.42K,-0.43%
09/18/2019,"37,837","38,067","38,067","37,728",19.42K,-0.42%
09/19/2019,"37,672","37,700","37,767","37,525",23.03K,-0.44%
09/20/2019,"37,669","37,700","37,749","37,437",20.70K,-0.01%
09/23/2019,"37,905","37,750","37,960","37,725",19.98K,0.63%
09/24/2019,"38,091","37,899","38,140","37,758",25.61K,0.49%
09/25/2019,"37,571","38,010","38,170","37,455",27.54K,-1.37%
09/26/2019,"37,773","37,572","37,825","37,427",25.21K,0.54%
09/27/2019,"37,706","37,824","37,824","37,301",27.42K,-0.18%
09/30/2019,"36,873","37,600","37,620","36,811",17.00K,-2.21%
10/01/2019,"37,377","36,979","37,507","36,750",3.67K,1.37%
10/03/2019,"38,012","37,583","38,215","37,583",0.38K,1.70%
10/04/2019,"38,002","37,948","38,215","37,879",0.15K,-0.03%
10/07/2019,"37,978","38,225","38,302","37,765",15.80K,-0.06%
10/08/2019,"38,242","38,179","38,400","38,179",10.52K,0.70%
10/09/2019,"38,384","38,279","38,418","38,154",20.03K,0.37%
10/10/2019,"38,120","38,400","38,434","38,030",20.64K,-0.69%
10/11/2019,"37,839","38,050","38,263","37,736",27.08K,-0.74%
10/14/2019,"38,250","37,795","38,286","37,757",21.99K,1.09%
10/15/2019,"38,067","38,259","38,406","38,021",23.55K,-0.48%
10/16/2019,"38,248","38,175","38,271","37,980",26.51K,0.48%
10/17/2019,"38,216","38,190","38,250","38,001",20.29K,-0.08%
10/18/2019,"38,121","38,179","38,212","38,025",16.23K,-0.25%
10/21/2019,"37,969","38,098","38,144","37,940",10.41K,-0.40%
10/22/2019,"38,025","37,901","38,060","37,900",13.84K,0.15%
10/23/2019,"38,124","38,090","38,249","38,090",12.60K,0.26%
10/24/2019,"38,452","38,175","38,475","38,109",14.66K,0.86%
10/25/2019,"38,362","38,450","38,690","38,325",19.57K,-0.23%
10/27/2019,"38,280","38,277","38,345","38,250",0.67K,-0.21%
10/28/2019,"38,103","38,388","38,388","38,070",7.52K,-0.46%
10/29/2019,"38,110","38,063","38,194","37,988",11.17K,0.02%
10/30/2019,"38,369","38,194","38,384","38,078",6.37K,0.68%
10/31/2019,"38,842","38,300","38,898","38,300",2.30K,1.23%
11/01/2019,"38,652","38,759","38,800","38,518",0.72K,-0.49%
11/04/2019,"38,734","39,500","39,500","38,645",0.18K,0.21%
11/05/2019,"38,458","38,839","39,049","38,300",0.17K,-0.71%
11/06/2019,"38,239","37,980","38,273","37,957",20.31K,-0.57%
11/07/2019,"37,595","38,188","38,245","37,536",27.88K,-1.68%
11/08/2019,"37,705","37,655","37,880","37,488",27.50K,0.29%
11/11/2019,"37,688","37,710","37,850","37,532",17.28K,-0.05%
11/12/2019,"37,740","37,650","37,800","37,542",12.90K,0.14%
11/13/2019,"38,107","37,820","38,150","37,800",23.10K,0.97%
11/14/2019,"38,269","38,106","38,295","38,060",20.59K,0.43%
11/15/2019,"38,002","38,236","38,236","37,922",17.27K,-0.70%
11/18/2019,"38,228","37,943","38,249","37,810",23.23K,0.59%
11/19/2019,"38,206","38,223","38,230","37,920",24.87K,-0.06%
11/20/2019,"38,155","38,218","38,325","38,020",23.56K,-0.13%
11/21/2019,"37,971","38,156","38,200","37,945",20.03K,-0.48%
11/22/2019,"37,927","37,975","38,150","37,905",20.37K,-0.12%
11/25/2019,"37,782","37,891","37,905","37,736",14.90K,-0.38%
11/26/2019,"37,775","37,747","37,830","37,615",15.75K,-0.02%
11/27/2019,"37,578","37,753","37,753","37,530",11.79K,-0.52%
11/28/2019,"37,780","37,511","37,837","37,511",9.50K,0.54%
11/29/2019,"37,961","37,770","38,070","37,711",4.27K,0.48%
12/02/2019,"37,915","38,240","38,240","37,715",0.89K,-0.12%
12/03/2019,"38,267","37,874","38,400","37,840",0.15K,0.93%
12/04/2019,"38,188","38,563","38,563","38,081",0.05K,-0.21%
12/05/2019,"38,095","38,245","38,245","37,800",0.03K,-0.24%
12/06/2019,"37,748","38,087","38,170","37,711",16.89K,-0.91%
12/09/2019,"37,638","37,774","37,774","37,610",9.22K,-0.29%
12/10/2019,"37,604","37,604","37,728","37,550",12.40K,-0.09%
12/11/2019,"37,693","37,602","37,741","37,554",10.90K,0.24%
12/12/2019,"37,559","37,749","38,044","37,500",22.61K,-0.36%
12/13/2019,"37,776","37,512","37,810","37,400",21.94K,0.58%
12/16/2019,"37,873","37,740","37,948","37,735",13.05K,0.26%
12/17/2019,"37,961","37,863","37,987","37,850",11.99K,0.23%
12/18/2019,"37,932","37,937","37,994","37,817",12.09K,-0.08%
12/19/2019,"38,110","37,998","38,140","37,880",13.07K,0.47%
12/20/2019,"38,002","38,076","38,120","37,965",12.05K,-0.28%
12/23/2019,"38,231","37,999","38,270","37,999",10.20K,0.60%
12/24/2019,"38,624","38,240","38,644","38,240",13.88K,1.03%
12/26/2019,"38,767","38,650","38,816","38,619",16.48K,0.37%
12/27/2019,"38,978","38,805","38,995","38,685",11.52K,0.54%
12/30/2019,"38,823","38,993","38,994","38,701",5.57K,-0.40%
12/31/2019,"38,999","39,019","39,099","38,869",0.63K,0.45%
01/01/2020,"38,938","38,980","39,067","38,900",0.12K,-0.16%
01/02/2020,"39,220","38,953","39,685","38,905",0.25K,0.72%
01/03/2020,"39,925","39,520","40,002","39,486",0.21K,1.80%
01/06/2020,"40,448","40,250","41,049","40,250",33.17K,1.31%
01/07/2020,"40,635","40,280","40,666","40,181",27.47K,0.46%
01/08/2020,"40,078","40,792","41,270","39,893",47.71K,-1.37%
01/09/2020,"39,806","40,165","40,165","39,594",27.52K,-0.68%
01/10/2020,"39,849","39,721","39,888","39,550",26.62K,0.11%
01/13/2020,"39,541","39,801","39,801","39,510",20.34K,-0.77%
01/14/2020,"39,443","39,500","39,525","39,280",19.10K,-0.25%
01/15/2020,"39,598","39,600","39,699","39,464",18.19K,0.39%
01/16/2020,"39,676","39,562","39,762","39,562",15.82K,0.20%
01/17/2020,"39,920","39,749","39,959","39,684",15.50K,0.61%
01/20/2020,"39,927","39,990","39,990","39,870",10.01K,0.02%
01/21/2020,"39,892","40,000","40,150","39,660",24.67K,-0.09%
01/22/2020,"39,893","39,813","39,939","39,736",15.26K,0.00%
01/23/2020,"40,255","39,917","40,274","39,806",21.34K,0.91%
01/24/2020,"40,322","40,139","40,399","39,929",23.43K,0.17%
01/27/2020,"40,557","40,400","40,721","40,400",20.09K,0.58%
01/28/2020,"40,200","40,523","40,561","40,130",19.40K,-0.88%
01/29/2020,"40,321","40,100","40,380","40,023",13.24K,0.30%
01/30/2020,"40,897","40,400","40,990","40,400",4.95K,1.43%
01/31/2020,"41,012","40,490","41,161","40,490",1.15K,0.28%
02/01/2020,"41,099","41,249","41,315","40,901",7.33K,0.21%
02/03/2020,"40,633","41,178","41,178","40,590",0.19K,-1.13%
02/04/2020,"40,056","40,618","40,839","39,750",0.10K,-1.42%
02/05/2020,"40,213","40,690","40,700","40,100",0.04K,0.39%
02/06/2020,"40,287","40,043","40,345","39,972",15.61K,0.18%
02/07/2020,"40,563","40,345","40,633","40,232",19.97K,0.69%
02/10/2020,"40,607","40,533","40,635","40,451",13.04K,0.11%
02/11/2020,"40,353","40,510","40,510","40,243",17.79K,-0.63%
02/12/2020,"40,427","40,352","40,464","40,251",14.13K,0.18%
02/13/2020,"40,580","40,474","40,625","40,460",14.93K,0.38%
02/14/2020,"40,879","40,489","40,912","40,489",15.05K,0.74%
02/17/2020,"40,686","40,826","40,843","40,660",11.09K,-0.47%
02/18/2020,"41,311","40,820","41,343","40,800",22.27K,1.54%
02/19/2020,"41,463","41,400","41,486","41,230",19.08K,0.37%
02/20/2020,"41,886","41,488","41,987","41,390",27.95K,1.02%
02/21/2020,"42,511","42,000","42,571","42,000",19.67K,1.49%
02/24/2020,"43,456","42,750","43,585","42,750",39.10K,2.22%
02/25/2020,"42,675","43,160","43,200","42,257",33.28K,-1.80%
02/26/2020,"42,349","42,470","42,735","42,006",26.97K,-0.76%
02/27/2020,"42,193","42,460","42,735","42,154",18.40K,-0.37%
02/28/2020,"41,763","42,350","43,000","41,248",4.47K,-1.02%
03/02/2020,"42,017","43,014","43,014","41,689",0.31K,0.61%
03/03/2020,"43,100","42,050","43,277","41,960",0.07K,2.58%
03/04/2020,"43,235","43,100","43,649","43,006",0.09K,0.31%
03/05/2020,"43,874","43,050","44,255","43,050",0.37K,1.48%
03/06/2020,"44,098","44,200","44,881","43,407",76.25K,0.51%
03/09/2020,"44,308","44,200","44,740","43,829",61.17K,0.48%
03/10/2020,"43,694","44,280","44,280","43,511",23.91K,-1.39%
03/11/2020,"43,334","43,690","43,838","43,270",35.13K,-0.82%
03/12/2020,"42,217","43,311","43,615","41,601",75.05K,-2.58%
03/13/2020,"40,382","42,000","42,085","40,155",66.62K,-4.35%
03/16/2020,"39,548","40,802","41,291","38,419",106.92K,-2.07%
03/17/2020,"40,279","39,750","40,950","38,700",82.57K,1.85%
03/18/2020,"39,764","40,239","40,480","39,368",72.46K,-1.28%
03/19/2020,"39,889","39,700","40,170","39,121",49.45K,0.31%
03/20/2020,"40,419","40,049","40,987","39,885",46.77K,1.33%
03/23/2020,"41,317","40,668","41,500","39,820",43.82K,2.22%
